planning/scenario_planning/lane_driving/behavior_planning/path,Time-Critical-Small,2821
planning/scenario_planning/lane_driving/behavior_planning/path_with_lane_id,Time-Critical-Small,2807
planning/scenario_planning/lane_driving/motion_planning/elastic_band_smoother/output/traj,Time-Critical-Small,2807
planning/scenario_planning/lane_driving/motion_planning/motion_velocity_planner/trajectory,Critical,2815
planning/scenario_planning/lane_driving/motion_planning/path_optimizer/trajectory,Critical,2824
planning/scenario_planning/lane_driving/motion_planning/path_smoother/path,Time-Critical-Small,2824
planning/scenario_planning/lane_driving/trajectory,Critical,2824
planning/scenario_planning/max_velocity,Time-Critical-Small,0
planning/scenario_planning/max_velocity_candidates,Time-Critical-Small,0
planning/scenario_planning/max_velocity_default,Time-Critical-Small,0
planning/scenario_planning/modified_goal,Time-Critical-Small,0
planning/scenario_planning/parking/costmap_generator/grid_map,Time-Critical-Small,0
planning/scenario_planning/parking/costmap_generator/occupancy_grid,Time-Critical-Small,0
planning/scenario_planning/parking/trajectory,Critical,0
planning/scenario_planning/scenario,Time-Critical-Small,2824
planning/scenario_planning/scenario_selector/trajectory,Critical,2821
planning/scenario_planning/trajectory,Critical,2814
planning/scenario_planning/velocity_smoother/closest_acceleration,Time-Critical-Small,2824
planning/scenario_planning/velocity_smoother/closest_jerk,Time-Critical-Small,2822
planning/scenario_planning/velocity_smoother/closest_max_velocity,Time-Critical-Small,2824
planning/scenario_planning/velocity_smoother/closest_merged_velocity,Time-Critical-Small,0
planning/scenario_planning/velocity_smoother/closest_velocity,Time-Critical-Small,2822
planning/scenario_planning/velocity_smoother/distance_to_stopline,Time-Critical-Small,2825
planning/scenario_planning/velocity_smoother/trajectory,Critical,2822
sensing/imu/gyro_bias,Time-Critical-Small,5646
sensing/imu/tamagawa/imu_raw,Time-Critical-Small,5646
sensing/lidar/left/crop_box_filter_mirror/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/left/crop_box_filter_self/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/left/mirror_cropped/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/left/pointcloud_before_sync,Time-Critical-Large,0
sensing/lidar/left/rectified/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/left/self_cropped/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/right/crop_box_filter_mirror/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/right/crop_box_filter_self/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/right/mirror_cropped/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/right/pointcloud_before_sync,Time-Critical-Large,0
sensing/lidar/right/rectified/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/right/self_cropped/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/top/crop_box_filter_mirror/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/top/crop_box_filter_self/crop_box_polygon,Time-Critical-Large,0
sensing/lidar/top/mirror_cropped/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/top/pointcloud_before_sync,Time-Critical-Large,2843
sensing/lidar/top/pointcloud_raw_ex,Time-Critical-Large,0
sensing/lidar/top/rectified/pointcloud_ex,Time-Critical-Large,0
sensing/lidar/top/self_cropped/pointcloud_ex,Time-Critical-Large,0
system/component_state_monitor/component/autonomous/control,Critical,1
system/component_state_monitor/component/autonomous/localization,Critical,1
system/component_state_monitor/component/autonomous/map,Critical,1
system/component_state_monitor/component/autonomous/perception,Critical,1
system/component_state_monitor/component/autonomous/planning,Critical,1
system/component_state_monitor/component/autonomous/sensing,Critical,1
system/component_state_monitor/component/autonomous/system,Critical,1
system/component_state_monitor/component/autonomous/vehicle,Critical,1
system/component_state_monitor/component/launch/control,Critical,1
system/component_state_monitor/component/launch/localization,Critical,1
system/component_state_monitor/component/launch/map,Critical,1
system/component_state_monitor/component/launch/perception,Critical,1
system/component_state_monitor/component/launch/planning,Critical,1
system/component_state_monitor/component/launch/sensing,Critical,1
system/component_state_monitor/component/launch/system,Critical,1
system/component_state_monitor/component/launch/vehicle,Critical,1
system/processing_time_checker/metrics,Critical,2820
